id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
86,38,12,425,86,Complete,2023-05-13 00:19:55,,,,26.35
87,38,12,223,87,Complete,2023-05-13 00:19:55,,,,38.65
88,38,12,464,88,Cancelled,2023-05-13 00:19:55,,,,51.1
89,39,13,152,89,Returned,2024-06-04 07:29:40,,,,29.5
90,39,13,308,90,Complete,2024-06-04 07:29:40,,,,21.65
91,40,14,335,91,Shipped,2022-04-18 14:33:18,,,,29.54
92,40,14,152,92,Returned,2022-04-18 14:33:18,,,,29.5
93,40,14,264,93,Processing,2022-04-18 14:33:18,,,,42.95
94,41,15,108,94,Shipped,2024-05-13 10:34:14,,,,174.2
95,41,15,428,95,Complete,2024-05-13 10:34:14,,,,20.31
96,41,15,114,96,Returned,2024-05-13 10:34:14,,,,92.52
97,41,15,420,97,Complete,2024-05-13 10:34:14,,,,137.49
98,42,15,119,98,Shipped,2022-07-10 03:41:07,,,,95.38
99,42,15,257,99,Complete,2022-07-10 03:41:07,,,,45.02
100,43,16,215,100,Complete,2023-04-08 20:21:20,,,,206.39
101,43,16,300,101,Complete,2023-04-08 20:21:20,,,,77.42
102,44,16,109,102,Complete,2024-06-23 16:45:17,,,,172.73
103,44,16,116,103,Shipped,2024-06-23 16:45:17,,,,12.27
104,45,16,2,104,Complete,2024-04-15 09:11:18,,,,153.01
105,46,16,332,105,Complete,2023-04-19 18:59:34,,,,26.94
106,46,16,51,106,Complete,2023-04-19 18:59:34,,,,124.32
107,47,16,368,107,Processing,2023-08-24 00:42:55,,,,181.95
108,47,16,359,108,Shipped,2023-08-24 00:42:55,,,,104.89
109,47,16,264,109,Processing,2023-08-24 00:42:55,,,,42.95
110,48,17,231,110,Shipped,2024-05-15 03:49:20,,,,29.27
111,48,17,319,111,Cancelled,2024-05-15 03:49:20,,,,45.32
112,48,17,74,112,Complete,2024-05-15 03:49:20,,,,61.24
113,49,17,112,113,Complete,2023-09-14 05:33:13,,,,148.25
114,49,17,120,114,Complete,2023-09-14 05:33:13,,,,127.06
115,49,17,198,115,Shipped,2023-09-14 05:33:13,,,,110.13
116,50,17,274,116,Processing,2024-02-03 10:11:46,,,,25.01
117,50,17,146,117,Complete,2024-02-03 10:11:46,,,,144.08
118,50,17,149,118,Shipped,2024-02-03 10:11:46,,,,77.25
119,50,17,148,119,Cancelled,2024-02-03 10:11:46,,,,32.89
120,51,17,61,120,Shipped,2024-01-15 04:10:00,,,,96.11
121,52,17,359,121,Returned,2023-11-05 08:11:06,,,,104.89
122,52,17,472,122,Complete,2023-11-05 08:11:06,,,,129.56
123,53,18,216,123,Processing,2024-06-23 10:49:31,,,,92.83
124,53,18,175,124,Complete,2024-06-23 10:49:31,,,,53.5
125,53,18,91,125,Shipped,2024-06-23 10:49:31,,,,117.39
126,53,18,332,126,Cancelled,2024-06-23 10:49:31,,,,26.94
127,54,18,402,127,Shipped,2023-04-18 15:16:10,,,,73.26
128,55,18,332,128,Complete,2023-08-02 00:35:58,,,,26.94
129,56,18,38,129,Processing,2023-07-28 02:31:08,,,,116.66
130,57,18,126,130,Complete,2023-09-26 07:21:55,,,,117.26
131,58,18,281,131,Processing,2022-08-25 08:19:21,,,,118.52
132,58,18,227,132,Complete,2022-08-25 08:19:21,,,,12.58
133,58,18,323,133,Cancelled,2022-08-25 08:19:21,,,,122.19
134,58,18,324,134,Shipped,2022-08-25 08:19:21,,,,29.13
135,59,18,102,135,Processing,2023-02-13 07:56:10,,,,202.65
136,59,18,64,136,Shipped,2023-02-13 07:56:10,,,,154.29
137,60,19,326,137,Shipped,2022-06-08 07:48:09,,,,138.39
138,60,19,146,138,Shipped,2022-06-08 07:48:09,,,,144.08
139,61,19,255,139,Complete,2023-09-11 04:18:04,,,,53.9
140,61,19,147,140,Cancelled,2023-09-11 04:18:04,,,,74.0
141,61,19,311,141,Complete,2023-09-11 04:18:04,,,,53.86
142,61,19,12,142,Complete,2023-09-11 04:18:04,,,,170.62
143,62,20,126,143,Shipped,2023-07-01 07:37:25,,,,117.26
144,62,20,276,144,Shipped,2023-07-01 07:37:25,,,,99.26
145,62,20,357,145,Complete,2023-07-01 07:37:25,,,,81.14
146,63,20,133,146,Shipped,2023-01-18 23:58:42,,,,26.6
147,64,20,107,147,Complete,2023-10-22 15:04:03,,,,190.34
148,64,20,246,148,Processing,2023-10-22 15:04:03,,,,129.87
149,64,20,275,149,Processing,2023-10-22 15:04:03,,,,156.61
150,64,20,53,150,Shipped,2023-10-22 15:04:03,,,,30.61
151,65,21,292,151,Complete,2024-04-26 04:21:35,,,,108.52
152,65,21,175,152,Cancelled,2024-04-26 04:21:35,,,,53.5
153,65,21,471,153,Shipped,2024-04-26 04:21:35,,,,13.65
154,65,21,22,154,Complete,2024-04-26 04:21:35,,,,55.76
155,66,21,412,155,Complete,2023-06-14 02:34:49,,,,67.8
156,67,21,95,156,Shipped,2024-05-09 15:11:31,,,,96.96
157,67,21,444,157,Processing,2024-05-09 15:11:31,,,,139.0
158,67,21,113,158,Cancelled,2024-05-09 15:11:31,,,,151.83
159,67,21,189,159,Complete,2024-05-09 15:11:31,,,,171.12
160,68,22,162,160,Returned,2023-08-24 11:38:48,,,,174.88
161,68,22,113,161,Returned,2023-08-24 11:38:48,,,,151.83
162,69,22,188,162,Processing,2023-02-19 21:23:46,,,,80.07
163,69,22,161,163,Returned,2023-02-19 21:23:46,,,,85.84
164,69,22,198,164,Shipped,2023-02-19 21:23:46,,,,110.13
165,69,22,211,165,Complete,2023-02-19 21:23:46,,,,116.65
166,70,23,82,166,Complete,2024-02-07 11:28:40,,,,87.59
167,70,23,417,167,Cancelled,2024-02-07 11:28:40,,,,124.76
168,70,23,148,168,Processing,2024-02-07 11:28:40,,,,32.89
169,71,23,321,169,Complete,2023-04-09 18:47:33,,,,142.64
170,72,23,497,170,Shipped,2023-01-10 20:21:16,,,,111.75
171,72,23,168,171,Complete,2023-01-10 20:21:16,,,,79.07
172,72,23,476,172,Complete,2023-01-10 20:21:16,,,,233.96
173,72,23,57,173,Complete,2023-01-10 20:21:16,,,,124.5
174,73,23,393,174,Complete,2024-06-11 10:05:54,,,,240.91
175,74,23,92,175,Shipped,2023-12-19 18:26:45,,,,78.27
176,74,23,119,176,Processing,2023-12-19 18:26:45,,,,95.38
177,74,23,360,177,Complete,2023-12-19 18:26:45,,,,13.71
178,74,23,226,178,Shipped,2023-12-19 18:26:45,,,,85.42
179,75,23,138,179,Cancelled,2023-06-22 17:23:44,,,,113.86
180,75,23,38,180,Complete,2023-06-22 17:23:44,,,,116.66
181,75,23,57,181,Complete,2023-06-22 17:23:44,,,,124.5
182,76,23,96,182,Complete,2024-05-30 10:33:43,,,,119.3
183,76,23,101,183,Complete,2024-05-30 10:33:43,,,,189.83
184,76,23,253,184,Shipped,2024-05-30 10:33:43,,,,52.12
185,77,25,371,185,Shipped,2024-06-11 18:15:10,,,,108.58
186,77,25,440,186,Cancelled,2024-06-11 18:15:10,,,,71.63
187,77,25,192,187,Complete,2024-06-11 18:15:10,,,,153.6
188,78,25,27,188,Shipped,2023-08-13 02:18:55,,,,61.29
189,78,25,105,189,Complete,2023-08-13 02:18:55,,,,128.59
190,78,25,313,190,Shipped,2023-08-13 02:18:55,,,,181.39
191,79,25,349,191,Cancelled,2022-09-16 02:23:38,,,,233.49
192,79,25,484,192,Returned,2022-09-16 02:23:38,,,,175.4
193,79,25,74,193,Processing,2022-09-16 02:23:38,,,,61.24
194,80,25,451,194,Complete,2022-12-02 08:28:28,,,,76.49
195,80,25,29,195,Returned,2022-12-02 08:28:28,,,,11.08
196,80,25,358,196,Processing,2022-12-02 08:28:28,,,,110.49
197,80,25,163,197,Complete,2022-12-02 08:28:28,,,,150.25
198,81,26,228,198,Complete,2024-03-26 08:29:52,,,,209.37
199,81,26,101,199,Complete,2024-03-26 08:29:52,,,,189.83
200,81,26,113,200,Processing,2024-03-26 08:29:52,,,,151.83
201,81,26,435,201,Cancelled,2024-03-26 08:29:52,,,,53.55
202,82,26,58,202,Complete,2024-05-15 00:53:13,,,,25.73
203,82,26,71,203,Cancelled,2024-05-15 00:53:13,,,,77.8
204,82,26,423,204,Complete,2024-05-15 00:53:13,,,,165.76
205,82,26,421,205,Returned,2024-05-15 00:53:13,,,,58.5
206,83,26,138,206,Complete,2022-05-14 00:55:01,,,,113.86
207,83,26,419,207,Complete,2022-05-14 00:55:01,,,,152.03
208,83,26,494,208,Cancelled,2022-05-14 00:55:01,,,,197.16
209,84,26,109,209,Shipped,2023-01-09 02:12:32,,,,172.73
210,84,26,232,210,Processing,2023-01-09 02:12:32,,,,129.21
211,85,26,261,211,Complete,2023-10-11 19:20:42,,,,82.46
212,86,26,379,212,Shipped,2024-06-15 03:55:56,,,,56.05
213,86,26,358,213,Complete,2024-06-15 03:55:56,,,,110.49
214,86,26,5,214,Cancelled,2024-06-15 03:55:56,,,,249.15
215,86,26,328,215,Processing,2024-06-15 03:55:56,,,,175.36
216,87,27,190,216,Returned,2024-03-23 20:59:17,,,,104.19
217,87,27,144,217,Shipped,2024-03-23 20:59:17,,,,199.36
218,88,27,75,218,Complete,2023-05-31 11:49:24,,,,40.63
219,89,27,477,219,Complete,2024-02-02 04:10:43,,,,57.08
220,90,27,461,220,Complete,2023-05-29 21:02:52,,,,202.66
221,91,28,398,221,Processing,2022-09-06 19:49:58,,,,43.96
222,91,28,498,222,Shipped,2022-09-06 19:49:58,,,,28.92
223,91,28,407,223,Cancelled,2022-09-06 19:49:58,,,,20.63
224,91,28,177,224,Returned,2022-09-06 19:49:58,,,,15.86
225,92,28,456,225,Complete,2024-01-04 12:28:56,,,,39.16
226,93,28,56,226,Complete,2023-01-18 12:24:09,,,,25.11
227,94,29,110,227,Cancelled,2024-03-04 09:55:03,,,,27.65
228,94,29,98,228,Shipped,2024-03-04 09:55:03,,,,131.35
229,94,29,336,229,Complete,2024-03-04 09:55:03,,,,127.04
230,95,29,235,230,Complete,2024-03-13 20:36:41,,,,50.25
231,95,29,259,231,Complete,2024-03-13 20:36:41,,,,58.91
232,96,29,207,232,Shipped,2022-03-10 02:18:38,,,,29.16
233,97,29,57,233,Shipped,2023-05-12 09:05:27,,,,124.5
234,97,29,418,234,Shipped,2023-05-12 09:05:27,,,,150.63
235,97,29,135,235,Complete,2023-05-12 09:05:27,,,,91.98
236,97,29,493,236,Returned,2023-05-12 09:05:27,,,,47.28
237,98,29,405,237,Returned,2022-03-02 13:04:43,,,,190.02
238,98,29,53,238,Complete,2022-03-02 13:04:43,,,,30.61
239,99,29,53,239,Shipped,2024-04-01 14:22:41,,,,30.61
240,99,29,55,240,Complete,2024-04-01 14:22:41,,,,123.42
241,100,30,292,241,Shipped,2024-01-24 07:56:22,,,,108.52
242,100,30,424,242,Cancelled,2024-01-24 07:56:22,,,,62.53
243,100,30,225,243,Complete,2024-01-24 07:56:22,,,,168.15
244,100,30,377,244,Processing,2024-01-24 07:56:22,,,,223.22
245,101,30,34,245,Shipped,2023-08-04 15:26:01,,,,162.9
246,101,30,22,246,Processing,2023-08-04 15:26:01,,,,55.76
247,102,30,275,247,Complete,2023-03-22 14:03:41,,,,156.61
248,102,30,98,248,Complete,2023-03-22 14:03:41,,,,131.35
249,102,30,330,249,Shipped,2023-03-22 14:03:41,,,,198.74
250,103,30,226,250,Processing,2024-05-30 12:49:07,,,,85.42
251,103,30,280,251,Complete,2024-05-30 12:49:07,,,,129.62
252,103,30,187,252,Returned,2024-05-30 12:49:07,,,,128.03
253,104,30,199,253,Complete,2023-09-08 23:37:26,,,,166.57
254,104,30,73,254,Complete,2023-09-08 23:37:26,,,,84.43
255,105,30,35,255,Processing,2024-03-09 03:15:28,,,,115.32
256,105,30,277,256,Cancelled,2024-03-09 03:15:28,,,,68.39
257,105,30,476,257,Shipped,2024-03-09 03:15:28,,,,233.96
258,106,31,165,258,Complete,2024-06-05 12:33:16,,,,17.14
259,106,31,388,259,Complete,2024-06-05 12:33:16,,,,29.86
260,107,31,284,260,Shipped,2024-01-30 10:01:03,,,,33.15
261,107,31,413,261,Cancelled,2024-01-30 10:01:03,,,,24.91
262,107,31,181,262,Complete,2024-01-30 10:01:03,,,,44.51
263,107,31,56,263,Shipped,2024-01-30 10:01:03,,,,25.11
264,108,31,395,264,Complete,2023-12-23 23:52:29,,,,20.28
265,108,31,227,265,Shipped,2023-12-23 23:52:29,,,,12.58
266,109,31,335,266,Cancelled,2024-03-01 20:38:47,,,,29.54
267,110,33,392,267,Cancelled,2023-01-30 06:24:44,,,,153.65
268,111,33,407,268,Shipped,2023-12-30 15:40:03,,,,20.63
269,111,33,234,269,Returned,2023-12-30 15:40:03,,,,128.17
270,112,33,390,270,Shipped,2024-06-03 01:46:26,,,,46.1
271,113,33,376,271,Shipped,2023-02-11 00:46:16,,,,136.42
272,113,33,259,272,Returned,2023-02-11 00:46:16,,,,58.91
273,113,33,102,273,Complete,2023-02-11 00:46:16,,,,202.65
274,114,33,465,274,Complete,2024-02-05 03:14:16,,,,124.84
275,115,33,367,275,Cancelled,2022-12-20 23:19:52,,,,64.45
276,116,33,149,276,Shipped,2023-02-11 12:01:32,,,,77.25
277,116,33,455,277,Processing,2023-02-11 12:01:32,,,,26.63
278,117,35,355,278,Processing,2024-05-22 23:59:00,,,,93.78
279,117,35,241,279,Complete,2024-05-22 23:59:00,,,,97.0
280,117,35,317,280,Cancelled,2024-05-22 23:59:00,,,,151.51
281,117,35,402,281,Processing,2024-05-22 23:59:00,,,,73.26
282,118,35,299,282,Shipped,2024-03-23 11:30:49,,,,66.53
283,119,35,313,283,Shipped,2024-01-21 13:32:00,,,,181.39
284,119,35,396,284,Complete,2024-01-21 13:32:00,,,,52.31
285,119,35,395,285,Shipped,2024-01-21 13:32:00,,,,20.28
286,119,35,152,286,Complete,2024-01-21 13:32:00,,,,29.5
287,120,35,121,287,Complete,2024-04-27 20:39:32,,,,103.92
288,120,35,399,288,Complete,2024-04-27 20:39:32,,,,78.86
289,120,35,9,289,Shipped,2024-04-27 20:39:32,,,,68.68
290,120,35,188,290,Complete,2024-04-27 20:39:32,,,,80.07
291,121,35,346,291,Complete,2024-06-08 13:19:37,,,,102.0
292,121,35,365,292,Complete,2024-06-08 13:19:37,,,,161.32
293,121,35,400,293,Shipped,2024-06-08 13:19:37,,,,142.68
294,122,36,79,294,Shipped,2024-05-28 10:27:45,,,,35.49
295,122,36,210,295,Complete,2024-05-28 10:27:45,,,,40.57
296,123,38,245,296,Processing,2023-03-24 03:08:54,,,,15.38
297,123,38,216,297,Complete,2023-03-24 03:08:54,,,,92.83
298,123,38,59,298,Complete,2023-03-24 03:08:54,,,,90.09
299,124,38,484,299,Complete,2024-06-05 08:41:43,,,,175.4
300,125,38,363,300,Cancelled,2023-05-21 07:58:24,,,,102.84
301,126,38,259,301,Complete,2023-07-03 05:08:59,,,,58.91
302,126,38,206,302,Complete,2023-07-03 05:08:59,,,,57.9
303,126,38,293,303,Processing,2023-07-03 05:08:59,,,,14.18
304,126,38,343,304,Complete,2023-07-03 05:08:59,,,,99.02
305,127,38,443,305,Shipped,2024-03-05 16:41:24,,,,18.61
306,127,38,438,306,Complete,2024-03-05 16:41:24,,,,102.97
307,127,38,164,307,Complete,2024-03-05 16:41:24,,,,44.18
308,128,38,458,308,Complete,2024-03-30 07:00:42,,,,194.87
309,128,38,96,309,Complete,2024-03-30 07:00:42,,,,119.3
310,129,38,47,310,Cancelled,2024-05-23 17:02:59,,,,69.41
311,129,38,197,311,Complete,2024-05-23 17:02:59,,,,123.26
312,129,38,459,312,Processing,2024-05-23 17:02:59,,,,237.92
313,129,38,474,313,Complete,2024-05-23 17:02:59,,,,23.07
314,130,39,123,314,Cancelled,2024-06-04 10:43:13,,,,97.82
315,130,39,12,315,Cancelled,2024-06-04 10:43:13,,,,170.62
316,130,39,47,316,Returned,2024-06-04 10:43:13,,,,69.41
317,131,39,209,317,Shipped,2023-08-31 05:13:41,,,,110.9
318,131,39,75,318,Processing,2023-08-31 05:13:41,,,,40.63
319,132,39,171,319,Complete,2022-11-30 03:17:20,,,,66.36
320,132,39,456,320,Shipped,2022-11-30 03:17:20,,,,39.16
321,132,39,86,321,Returned,2022-11-30 03:17:20,,,,89.81
322,133,39,21,322,Cancelled,2023-09-02 16:58:12,,,,46.69
323,133,39,353,323,Cancelled,2023-09-02 16:58:12,,,,93.03
324,134,39,201,324,Processing,2024-01-18 08:59:15,,,,110.71
325,134,39,45,325,Complete,2024-01-18 08:59:15,,,,153.82
326,135,39,164,326,Complete,2024-03-13 12:10:55,,,,44.18
327,135,39,13,327,Shipped,2024-03-13 12:10:55,,,,138.89
328,135,39,174,328,Complete,2024-03-13 12:10:55,,,,150.04
329,135,39,422,329,Complete,2024-03-13 12:10:55,,,,252.94
330,136,40,451,330,Shipped,2024-02-12 02:34:34,,,,76.49
331,136,40,372,331,Complete,2024-02-12 02:34:34,,,,123.99
332,137,41,466,332,Complete,2023-09-04 23:20:33,,,,53.1
333,137,41,307,333,Processing,2023-09-04 23:20:33,,,,196.5
334,137,41,427,334,Cancelled,2023-09-04 23:20:33,,,,137.08
335,137,41,416,335,Complete,2023-09-04 23:20:33,,,,108.44
336,138,41,302,336,Complete,2022-07-24 21:11:33,,,,162.99
337,139,41,267,337,Complete,2023-04-25 04:42:41,,,,185.14
338,140,43,330,338,Returned,2024-02-13 19:20:28,,,,198.74
339,141,43,143,339,Complete,2023-06-24 23:17:48,,,,147.45
340,141,43,279,340,Cancelled,2023-06-24 23:17:48,,,,129.78
341,141,43,308,341,Processing,2023-06-24 23:17:48,,,,21.65
342,142,43,118,342,Complete,2024-04-26 06:33:25,,,,144.08
343,143,43,214,343,Shipped,2023-07-19 17:25:04,,,,128.11
344,143,43,125,344,Processing,2023-07-19 17:25:04,,,,132.12
345,144,44,75,345,Complete,2023-09-01 05:02:07,,,,40.63
346,145,44,260,346,Cancelled,2023-08-06 08:29:47,,,,18.44
347,145,44,415,347,Complete,2023-08-06 08:29:47,,,,43.55
348,145,44,332,348,Cancelled,2023-08-06 08:29:47,,,,26.94
349,145,44,208,349,Processing,2023-08-06 08:29:47,,,,33.54
350,146,44,181,350,Complete,2023-04-24 18:29:42,,,,44.51
351,146,44,79,351,Complete,2023-04-24 18:29:42,,,,35.49
352,146,44,260,352,Processing,2023-04-24 18:29:42,,,,18.44
353,147,45,314,353,Shipped,2024-01-08 01:32:06,,,,82.23
354,147,45,477,354,Complete,2024-01-08 01:32:06,,,,57.08
355,148,45,49,355,Shipped,2023-07-16 03:40:06,,,,127.21
356,148,45,64,356,Processing,2023-07-16 03:40:06,,,,154.29
357,148,45,72,357,Processing,2023-07-16 03:40:06,,,,221.67
358,149,45,209,358,Processing,2023-11-16 07:03:33,,,,110.9
359,149,45,183,359,Shipped,2023-11-16 07:03:33,,,,129.13
360,150,46,354,360,Cancelled,2023-12-08 04:28:37,,,,213.64
361,150,46,261,361,Shipped,2023-12-08 04:28:37,,,,82.46
362,150,46,204,362,Cancelled,2023-12-08 04:28:37,,,,45.03
363,150,46,65,363,Shipped,2023-12-08 04:28:37,,,,179.11
364,151,47,270,364,Returned,2024-05-11 17:07:29,,,,107.19
365,151,47,342,365,Complete,2024-05-11 17:07:29,,,,98.78
366,152,47,401,366,Shipped,2024-01-07 21:35:43,,,,145.96
367,152,47,236,367,Returned,2024-01-07 21:35:43,,,,149.93
368,152,47,89,368,Shipped,2024-01-07 21:35:43,,,,141.81
369,152,47,95,369,Shipped,2024-01-07 21:35:43,,,,96.96
370,153,47,354,370,Shipped,2024-05-21 17:43:53,,,,213.64
371,153,47,292,371,Processing,2024-05-21 17:43:53,,,,108.52
372,153,47,100,372,Shipped,2024-05-21 17:43:53,,,,83.89
373,153,47,204,373,Complete,2024-05-21 17:43:53,,,,45.03
374,154,48,467,374,Shipped,2024-04-03 12:22:27,,,,32.72
375,154,48,403,375,Returned,2024-04-03 12:22:27,,,,36.24
376,155,48,425,376,Complete,2023-11-29 14:42:53,,,,26.35
377,155,48,240,377,Shipped,2023-11-29 14:42:53,,,,21.57
378,155,48,106,378,Complete,2023-11-29 14:42:53,,,,43.41
379,155,48,252,379,Shipped,2023-11-29 14:42:53,,,,44.02
380,156,48,242,380,Returned,2024-06-02 20:52:41,,,,36.74
381,156,48,381,381,Complete,2024-06-02 20:52:41,,,,23.01
382,156,48,15,382,Shipped,2024-06-02 20:52:41,,,,38.61
383,156,48,164,383,Returned,2024-06-02 20:52:41,,,,44.18
384,157,49,474,384,Complete,2024-04-30 16:08:44,,,,23.07
385,158,49,226,385,Complete,2024-04-18 10:49:40,,,,85.42
386,158,49,485,386,Processing,2024-04-18 10:49:40,,,,155.89
387,158,49,169,387,Shipped,2024-04-18 10:49:40,,,,100.88
388,159,49,489,388,Cancelled,2024-02-28 18:59:30,,,,100.7
389,159,49,303,389,Returned,2024-02-28 18:59:30,,,,62.36
390,160,49,180,390,Cancelled,2024-06-16 15:12:12,,,,165.04
391,160,49,274,391,Shipped,2024-06-16 15:12:12,,,,25.01
392,160,49,42,392,Shipped,2024-06-16 15:12:12,,,,68.86
393,161,49,21,393,Complete,2024-06-08 07:11:36,,,,46.69
394,161,49,334,394,Complete,2024-06-08 07:11:36,,,,167.36
395,161,49,23,395,Complete,2024-06-08 07:11:36,,,,49.12
396,162,50,327,396,Complete,2022-12-11 13:39:45,,,,45.96
397,162,50,486,397,Shipped,2022-12-11 13:39:45,,,,208.34
398,162,50,428,398,Cancelled,2022-12-11 13:39:45,,,,20.31
399,163,50,321,399,Complete,2023-02-17 16:19:56,,,,142.64
400,163,50,9,400,Processing,2023-02-17 16:19:56,,,,68.68
401,163,50,302,401,Complete,2023-02-17 16:19:56,,,,162.99
402,163,50,64,402,Complete,2023-02-17 16:19:56,,,,154.29
403,164,51,384,403,Complete,2023-04-05 22:47:29,,,,43.04
