order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item
225,78,Shipped,M,2023-02-23 01:37:06,,,,4
226,79,Processing,M,2024-05-06 06:24:55,,,,2
227,80,Complete,M,2024-05-01 11:37:33,,,,4
228,80,Returned,M,2024-01-06 10:19:09,,,,4
229,80,Complete,M,2024-05-06 00:05:56,,,,3
230,80,Shipped,M,2024-05-27 07:45:07,,,,1
231,81,Complete,M,2023-04-15 15:47:04,,,,3
232,81,Shipped,M,2024-01-05 03:07:45,,,,2
233,81,Processing,M,2024-03-10 14:53:03,,,,1
234,81,Cancelled,M,2023-08-14 14:50:20,,,,2
235,81,Processing,M,2024-04-24 12:54:42,,,,4
236,82,Shipped,F,2022-11-20 14:23:42,,,,2
237,82,Processing,F,2022-10-11 06:46:21,,,,2
238,82,Returned,F,2023-04-17 08:48:13,,,,4
239,82,Returned,F,2022-09-05 19:03:11,,,,3
240,82,Complete,F,2023-01-18 08:59:23,,,,1
241,82,Returned,F,2022-12-01 16:01:00,,,,4
242,82,Shipped,F,2023-05-06 09:35:26,,,,4
243,83,Complete,F,2022-03-24 02:13:57,,,,1
244,83,Processing,F,2023-03-08 09:09:08,,,,4
245,83,Shipped,F,2022-09-11 22:37:38,,,,2
246,84,Complete,M,2023-07-10 00:05:09,,,,3
247,85,Complete,M,2022-10-09 23:47:35,,,,2
248,85,Processing,M,2022-09-29 01:30:49,,,,4
249,86,Cancelled,M,2024-06-17 16:08:39,,,,4
250,86,Complete,M,2023-09-25 19:14:33,,,,1
251,86,Returned,M,2024-05-15 23:16:53,,,,3
252,86,Complete,M,2022-09-17 06:15:21,,,,4
253,88,Complete,M,2022-12-20 18:04:19,,,,1
254,88,Complete,M,2023-04-29 00:07:30,,,,3
255,88,Complete,M,2023-11-03 04:32:04,,,,4
256,88,Complete,M,2024-01-21 04:49:27,,,,1
257,88,Processing,M,2022-08-24 02:30:37,,,,1
258,88,Complete,M,2023-08-10 08:41:15,,,,1
259,89,Complete,F,2023-08-04 19:30:05,,,,4
260,90,Processing,F,2023-10-10 03:13:08,,,,1
261,90,Complete,F,2024-02-16 23:01:53,,,,1
262,90,Complete,F,2023-11-13 21:23:04,,,,3
263,90,Processing,F,2024-05-11 17:31:34,,,,2
264,90,Cancelled,F,2023-08-26 14:57:18,,,,4
265,91,Complete,M,2024-02-12 14:48:22,,,,3
266,92,Cancelled,F,2024-06-05 05:51:42,,,,4
267,92,Complete,F,2024-05-19 22:53:25,,,,1
268,92,Complete,F,2023-11-15 19:29:41,,,,3
269,92,Complete,F,2022-11-09 19:47:00,,,,3
270,93,Shipped,M,2023-09-20 05:04:11,,,,1
271,93,Cancelled,M,2023-08-01 18:41:41,,,,3
272,93,Shipped,M,2023-01-11 19:30:05,,,,1
273,93,Shipped,M,2023-01-30 23:35:18,,,,3
274,93,Returned,M,2023-02-27 23:10:18,,,,2
275,93,Complete,M,2024-04-25 12:56:07,,,,2
276,94,Shipped,F,2023-08-08 02:36:35,,,,2
277,94,Cancelled,F,2022-09-13 10:37:22,,,,2
278,95,Complete,F,2024-03-02 01:05:23,,,,3
279,95,Complete,F,2023-10-25 13:21:45,,,,2
280,95,Processing,F,2023-04-23 23:27:59,,,,2
281,96,Complete,F,2024-04-14 16:24:32,,,,4
282,96,Complete,F,2024-03-28 01:26:24,,,,3
283,96,Shipped,F,2023-06-28 23:36:39,,,,2
284,96,Processing,F,2024-01-16 19:16:24,,,,1
285,97,Shipped,F,2024-04-18 21:14:17,,,,1
286,97,Complete,F,2023-12-01 16:52:28,,,,2
287,98,Complete,F,2023-05-21 13:22:22,,,,2
288,98,Processing,F,2024-03-18 01:49:53,,,,2
289,99,Complete,F,2024-05-14 14:33:50,,,,3
290,101,Processing,F,2024-02-23 17:08:22,,,,2
291,101,Complete,F,2022-10-11 07:23:18,,,,3
292,101,Processing,F,2022-11-21 07:11:40,,,,3
293,101,Complete,F,2024-06-16 03:10:26,,,,4
294,102,Shipped,F,2024-03-22 12:02:55,,,,2
295,102,Complete,F,2023-06-15 07:41:24,,,,3
296,103,Cancelled,M,2024-03-23 12:51:16,,,,3
297,103,Complete,M,2024-03-22 02:05:36,,,,4
298,104,Complete,M,2024-06-06 05:17:09,,,,2
299,105,Complete,F,2024-06-15 00:35:26,,,,4
300,105,Complete,F,2024-05-16 21:20:57,,,,4
301,107,Complete,F,2023-12-19 01:12:16,,,,1
302,107,Complete,F,2022-11-23 23:23:42,,,,1
303,107,Processing,F,2023-11-01 22:44:40,,,,3
304,107,Complete,F,2024-06-26 08:50:34,,,,3
305,107,Processing,F,2023-08-15 07:49:48,,,,1
306,107,Shipped,F,2023-05-06 11:19:09,,,,3
307,108,Complete,F,2023-12-29 19:05:40,,,,3
308,108,Complete,F,2023-07-27 17:46:25,,,,4
309,108,Processing,F,2023-04-08 17:01:53,,,,2
310,108,Cancelled,F,2022-11-09 20:11:15,,,,3
311,108,Cancelled,F,2023-03-03 02:03:10,,,,3
312,109,Processing,M,2024-01-15 17:54:18,,,,4
313,111,Shipped,F,2024-01-03 12:24:11,,,,3
314,111,Shipped,F,2023-12-13 07:51:55,,,,4
315,111,Complete,F,2024-06-25 01:14:08,,,,3
316,111,Cancelled,F,2024-04-20 20:44:21,,,,1
317,111,Returned,F,2023-12-15 09:59:59,,,,1
318,111,Processing,F,2024-01-25 23:45:49,,,,3
319,112,Shipped,F,2023-11-23 06:18:49,,,,1
320,113,Complete,M,2023-02-19 18:15:06,,,,3
321,113,Cancelled,M,2023-02-17 19:28:18,,,,1
322,113,Shipped,M,2023-06-04 14:25:08,,,,4
323,114,Cancelled,M,2023-05-19 11:37:29,,,,4
324,114,Cancelled,M,2023-10-20 11:57:35,,,,3
325,114,Cancelled,M,2024-04-08 14:04:03,,,,3
326,114,Complete,M,2024-03-08 16:03:47,,,,4
327,114,Complete,M,2024-03-28 06:57:16,,,,3
328,115,Processing,F,2023-03-01 02:41:40,,,,1
329,115,Processing,F,2024-04-01 11:14:39,,,,3
330,115,Complete,F,2023-08-27 14:53:33,,,,3
331,116,Returned,M,2023-12-28 08:15:23,,,,2
332,116,Cancelled,M,2023-08-29 22:14:35,,,,1
333,116,Complete,M,2023-08-28 18:23:17,,,,1
334,117,Cancelled,F,2024-04-22 21:09:31,,,,3
335,117,Returned,F,2023-11-30 13:22:13,,,,3
336,117,Complete,F,2024-01-07 09:34:23,,,,3
337,117,Shipped,F,2024-02-25 06:12:06,,,,4
338,118,Processing,M,2024-01-10 10:14:55,,,,2
339,118,Returned,M,2023-09-21 00:15:30,,,,3
340,118,Processing,M,2023-03-18 13:29:56,,,,2
341,118,Returned,M,2023-12-01 16:10:30,,,,4
342,118,Complete,M,2023-03-11 22:57:01,,,,1
343,118,Complete,M,2023-01-18 15:53:27,,,,4
344,119,Complete,F,2024-06-27 17:20:20,,,,3
345,119,Complete,F,2024-03-20 16:06:22,,,,3
346,119,Shipped,F,2023-05-30 16:32:26,,,,4
347,119,Returned,F,2023-10-23 11:19:45,,,,3
348,119,Shipped,F,2023-09-16 20:22:21,,,,1
349,119,Complete,F,2023-09-08 04:56:35,,,,3
350,119,Returned,F,2023-09-03 11:36:32,,,,2
351,120,Shipped,M,2024-03-08 13:35:35,,,,1
352,120,Cancelled,M,2024-01-13 07:17:09,,,,1
353,121,Returned,M,2024-06-14 12:24:26,,,,2
354,122,Complete,M,2023-10-16 00:34:58,,,,4
355,123,Processing,F,2024-06-13 12:02:24,,,,1
356,124,Complete,M,2023-11-10 05:48:05,,,,4
357,125,Returned,F,2024-02-07 18:52:06,,,,2
358,125,Complete,F,2022-07-25 21:30:45,,,,2
359,125,Complete,F,2022-07-08 22:07:35,,,,1
360,125,Complete,F,2023-03-12 13:53:57,,,,1
361,125,Returned,F,2022-12-19 04:30:44,,,,1
362,126,Complete,M,2023-03-28 18:26:42,,,,3
363,126,Complete,M,2024-06-03 23:42:42,,,,4
364,126,Complete,M,2023-08-14 09:49:46,,,,3
365,127,Returned,F,2023-01-01 21:00:18,,,,4
366,128,Returned,F,2022-09-16 18:10:17,,,,4
367,129,Complete,M,2022-11-18 04:42:44,,,,3
368,129,Processing,M,2022-09-26 05:41:25,,,,2
369,130,Cancelled,F,2023-01-07 17:04:31,,,,4
370,130,Complete,F,2022-08-29 23:46:34,,,,1
371,130,Complete,F,2023-10-16 04:32:44,,,,4
372,130,Shipped,F,2024-04-06 13:34:33,,,,3
373,130,Shipped,F,2022-10-24 12:29:46,,,,2
374,130,Processing,F,2022-06-26 06:47:17,,,,3
375,131,Complete,M,2022-05-07 13:03:11,,,,4
376,131,Complete,M,2023-07-23 11:59:36,,,,4
377,131,Shipped,M,2023-05-17 07:08:03,,,,1
378,131,Complete,M,2024-06-05 08:54:44,,,,3
379,131,Cancelled,M,2023-10-15 08:38:03,,,,4
380,131,Processing,M,2023-10-04 18:12:06,,,,4
381,132,Cancelled,M,2024-04-27 16:17:41,,,,2
382,132,Shipped,M,2023-02-25 21:28:47,,,,2
383,132,Returned,M,2023-07-15 05:52:27,,,,4
384,132,Cancelled,M,2024-06-24 01:27:20,,,,3
385,132,Complete,M,2024-06-21 21:45:56,,,,3
386,132,Complete,M,2023-01-18 03:08:26,,,,3
387,133,Shipped,F,2023-12-28 22:39:56,,,,2
388,133,Shipped,F,2024-05-19 07:10:31,,,,4
389,133,Complete,F,2023-11-12 01:27:45,,,,3
390,133,Cancelled,F,2024-05-23 02:53:13,,,,2
391,133,Shipped,F,2022-12-26 20:21:30,,,,1
392,133,Complete,F,2023-06-06 10:50:38,,,,1
393,134,Processing,F,2024-06-05 18:56:23,,,,3
394,134,Complete,F,2024-04-13 23:45:18,,,,3
395,134,Complete,F,2024-06-21 04:37:53,,,,4
396,134,Returned,F,2024-03-18 00:14:30,,,,2
397,134,Complete,F,2024-05-06 13:34:08,,,,3
398,134,Complete,F,2024-01-10 17:18:57,,,,4
399,135,Shipped,M,2023-02-24 05:43:34,,,,3
400,135,Shipped,M,2023-07-08 20:40:24,,,,1
401,135,Returned,M,2024-01-05 04:43:34,,,,2
402,135,Processing,M,2023-01-28 02:13:00,,,,3
403,135,Processing,M,2022-05-10 16:57:14,,,,1
404,136,Complete,F,2022-11-05 10:18:26,,,,3
405,136,Shipped,F,2023-11-21 05:32:18,,,,2
406,137,Returned,F,2024-01-29 16:39:00,,,,1
407,137,Complete,F,2023-08-26 10:52:08,,,,3
408,138,Processing,F,2023-08-04 04:03:54,,,,4
409,138,Complete,F,2023-09-05 19:46:07,,,,3
410,138,Cancelled,F,2024-01-20 16:26:40,,,,4
411,138,Returned,F,2023-07-25 02:24:34,,,,4
412,138,Complete,F,2023-11-13 00:39:21,,,,4
413,139,Shipped,M,2023-07-02 09:53:54,,,,2
414,139,Complete,M,2023-06-30 22:13:44,,,,2
415,139,Shipped,M,2023-09-17 18:30:33,,,,4
416,139,Complete,M,2024-03-06 05:03:38,,,,3
417,139,Shipped,M,2022-05-30 06:02:05,,,,4
418,140,Processing,F,2024-01-11 21:17:28,,,,2
419,140,Shipped,F,2024-05-31 10:38:05,,,,2
420,141,Complete,M,2024-02-23 14:56:30,,,,4
421,141,Shipped,M,2023-12-15 02:08:44,,,,2
422,141,Complete,M,2024-03-04 15:30:07,,,,4
423,141,Shipped,M,2024-06-27 23:06:02,,,,1
424,141,Cancelled,M,2023-12-06 09:59:13,,,,3
425,141,Complete,M,2024-05-18 16:37:30,,,,1
426,141,Shipped,M,2023-12-10 19:01:57,,,,4
427,142,Complete,F,2024-03-18 01:03:04,,,,4
428,142,Complete,F,2023-04-23 19:31:29,,,,4
429,143,Returned,M,2024-01-19 10:40:03,,,,3
430,143,Shipped,M,2024-05-15 01:22:28,,,,3
431,144,Complete,M,2023-07-12 17:22:49,,,,1
432,144,Shipped,M,2024-04-25 20:35:05,,,,3
433,144,Complete,M,2024-01-25 00:57:55,,,,3
434,144,Complete,M,2023-08-14 10:51:33,,,,1
435,144,Returned,M,2023-09-18 01:21:31,,,,2
436,144,Shipped,M,2023-05-25 06:02:32,,,,1
437,145,Complete,F,2024-03-28 06:59:14,,,,4
438,145,Processing,F,2023-11-16 14:49:31,,,,1
439,145,Shipped,F,2024-04-01 07:29:47,,,,4
440,145,Processing,F,2024-03-04 21:18:09,,,,3
441,146,Complete,F,2024-03-12 12:33:28,,,,4
442,146,Processing,F,2024-06-22 06:35:47,,,,3
443,146,Complete,F,2023-12-05 11:03:27,,,,2
444,147,Shipped,M,2024-04-03 03:40:58,,,,2
445,148,Shipped,F,2022-11-11 13:20:23,,,,4
446,148,Processing,F,2023-12-03 11:38:10,,,,4
447,148,Returned,F,2022-03-17 09:07:23,,,,1
448,148,Cancelled,F,2023-09-17 01:25:32,,,,4
449,149,Cancelled,F,2023-04-11 14:16:52,,,,4
450,149,Returned,F,2023-08-08 11:26:42,,,,4
451,149,Complete,F,2023-05-02 05:34:22,,,,2
452,149,Processing,F,2024-01-07 02:59:40,,,,4
453,149,Shipped,F,2024-05-20 05:16:56,,,,3
454,149,Processing,F,2023-02-26 18:30:56,,,,3
455,150,Complete,M,2023-04-23 12:28:40,,,,2
456,150,Complete,M,2023-11-05 20:59:58,,,,2
457,150,Complete,M,2024-05-21 22:15:24,,,,2
458,150,Cancelled,M,2023-05-04 16:42:25,,,,3
459,150,Shipped,M,2023-04-15 02:38:35,,,,3
460,151,Complete,F,2023-01-14 05:01:03,,,,4
461,152,Complete,F,2024-05-12 05:25:42,,,,4
462,152,Complete,F,2024-05-06 12:12:04,,,,4
463,152,Shipped,F,2023-02-27 08:02:47,,,,1
464,152,Shipped,F,2024-01-18 07:57:50,,,,1
465,153,Cancelled,M,2023-09-26 20:21:25,,,,2
466,153,Complete,M,2024-01-15 01:28:30,,,,4
467,153,Shipped,M,2024-06-01 09:18:42,,,,2
468,155,Complete,M,2022-05-02 08:52:03,,,,2
469,155,Complete,M,2024-03-08 08:54:39,,,,1
470,155,Complete,M,2023-11-09 23:10:50,,,,1
471,155,Returned,M,2023-12-07 03:29:04,,,,4
472,155,Processing,M,2023-12-17 13:46:28,,,,2
473,155,Complete,M,2022-11-12 18:02:50,,,,2
474,155,Complete,M,2024-06-08 16:04:52,,,,4
475,156,Processing,M,2023-07-19 19:58:53,,,,2
476,156,Complete,M,2023-09-30 11:43:48,,,,1
477,156,Cancelled,M,2024-04-09 00:53:42,,,,3
478,156,Complete,M,2023-11-09 11:33:38,,,,3
479,156,Returned,M,2022-07-30 00:26:23,,,,2
480,157,Returned,F,2023-12-10 14:12:52,,,,1
481,157,Complete,F,2024-01-08 01:10:19,,,,4
482,157,Cancelled,F,2023-09-12 18:23:14,,,,1
483,157,Complete,F,2023-04-11 18:42:04,,,,4
484,157,Complete,F,2023-06-02 21:44:25,,,,2
485,157,Shipped,F,2023-09-14 01:02:19,,,,4
486,157,Processing,F,2024-02-18 08:05:25,,,,4
487,158,Shipped,M,2023-06-12 21:02:20,,,,3
488,158,Returned,M,2024-02-18 14:56:31,,,,3
489,158,Processing,M,2023-02-28 21:44:49,,,,3
490,159,Cancelled,M,2024-03-09 20:04:43,,,,1
